Arbol,Cod_calle,Calle,Cod_Entre,Entre,Cod_Y,Y, Numero,Ajuste,Acera,Alineacion,Ordinal,Ancho Vereda,Distancia,CAP,Altura,Diametro Copa,EV,Int.Aerea,Int.Sub,Genero,Especie,Nombre científico
134741,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,0,,0,S/N,P,1,5,,2,20,3,2,2,N,N,39,1,Jacaranda ovalifolia,
134742,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,0,,0,S/N,P,1,6,,2,115,10,6,2,N,N,62,4,Pinus pinaster,
134744,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,0,,0,S/N,P,1,8,,2,100,13,4,2,N,N,31,88,Eucalyptus spp.,
134745,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,0,,0,S/N,P,1,9,,2,210,10,6,2,N,N,62,4,Pinus pinaster,
134746,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,0,,0,S/N,P,1,10,,2,200,15,9,2,N,N,62,4,Pinus pinaster,
134747,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,7051,,I,,1,,4,128,8,,2,N,N,70,2,Salix babylonica,
134748,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,7051,,I,,2,,4,86,6,,2,N,N,70,2,Salix babylonica,
134749,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,7103,,I,,1,,3,14,3,,2,N,N,35,3,Fraxinus lanceolata,
134750,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 1649,I,,1,,1,10,2,,2,N,N,74,1,Taxodium distichum,
134751,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2008,I,,1,,2,26,4,,2,N,N,35,3,Fraxinus lanceolata,
134752,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2010,I,,1,,2,8,2,,2,N,N,35,3,Fraxinus lanceolata,
134753,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2010,I,,2,,2,36,4,,2,N,N,51,1,Melia azedarach,
134754,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2010,I,,3,,2,0,1,,3,N,N,35,3,Fraxinus lanceolata,
134755,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2012,I,,1,,2,0,.6,,5,N,N,888,888,Seco,
134756,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,2014 A,I,,1,,2,16,3,,2,N,N,35,3,Fraxinus lanceolata,
134757,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,2014 B,I,,2,,2,4,2,,2,N,N,43,1,Ligustrum lucidum,
134758,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,2014 B,I,,2,,2,6,2,,2,N,N,43,1,Ligustrum lucidum,
134759,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,2014 B,I,,3,,2,6,2,,2,N,N,35,3,Fraxinus lanceolata,
134760,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,2014 B,I,,4,,2,16,3,,2,N,N,43,1,Ligustrum lucidum,
134761,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2016,I,,1,,2,16,2,,2,N,N,35,3,Fraxinus lanceolata,
134762,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2016,I,,2,,2,14,3,,2,N,N,35,3,Fraxinus lanceolata,
134763,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2016,I,,3,,2,16,3,,2,N,N,35,3,Fraxinus lanceolata,
134764,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2016,I,,4,,2,14,3,,2,N,N,35,2,Fraxinus excelsior,
134765,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2016 B,I,,1,,2,16,3,,2,N,N,43,1,Ligustrum lucidum,
134766,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N2016 B,I,,2,,2,20,3,,2,N,N,43,1,Ligustrum lucidum,
134767,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2016 B,I,,3,,2,11,3,,2,N,N,35,3,Fraxinus lanceolata,
134768,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2018,I,,1,,2,36,4,,2,N,N,35,2,Fraxinus excelsior,
134769,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2018,I,,2,,2,26,3,,2,N,N,43,1,Ligustrum lucidum,
134770,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2018,I,,3,,2,16,2,,2,N,N,43,1,Ligustrum lucidum,
134771,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2018,I,,4,,2,24,4,,2,N,N,35,2,Fraxinus excelsior,
134772,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2018,I,,5,,2,138,10,,2,N,N,51,1,Melia azedarach,
134773,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2020,I,,1,,2,96,8,,2,N,N,51,1,Melia azedarach,
134774,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2022,I,,1,,2,34,4,,2,N,N,74,1,Taxodium distichum,
134775,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2022,I,,2,,2,44,8,,2,N,N,70,2,Salix babylonica,
134776,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2022,I,,3,,2,24,6,,2,N,N,67,5,Quercus robur,
134777,106,ACOSTA Y LARA ARQ HORACIO,7874,PASAJE PEATONAL A,4689,NARIÑO GRAL.,,N 2022,I,,4,,2,44,6,,2,N,N,51,1,Melia azedarach,
134785,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,5189,FELDMAN RAUL(DEROGADO),,N 2509,I,,1,,4,121,5,,2,N,N,25,2,Chorisia speciosa,
134786,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,5189,FELDMAN RAUL(DEROGADO),,N 2509,I,,2,,4,146,5,,3,N,N,25,2,Chorisia speciosa,
134787,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,5189,FELDMAN RAUL(DEROGADO),,N 2509,I,,3,,4,81,5,,2,N,N,25,2,Chorisia speciosa,
134788,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,5189,FELDMAN RAUL(DEROGADO),,N 2509,I,,4,,4,86,6,,2,N,N,25,2,Chorisia speciosa,
134789,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,5189,FELDMAN RAUL(DEROGADO),,N 2509,I,,5,,4,21,3,,2,N,N,25,2,Chorisia speciosa,
134790,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,5189,FELDMAN RAUL(DEROGADO),,N 2509,I,,6,,4,120,4,,2,N,N,25,2,Chorisia speciosa,
134791,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,5189,FELDMAN RAUL(DEROGADO),,N 2509,I,,7,,4,106,5,,2,N,N,25,2,Chorisia speciosa,
134792,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,5189,FELDMAN RAUL(DEROGADO),,N 2509,I,,8,,4,81,5,,2,N,N,25,2,Chorisia speciosa,
134793,106,ACOSTA Y LARA ARQ HORACIO,2817,FRENCH GRAL.,5189,FELDMAN RAUL(DEROGADO),,N 2509,I,,9,,4,90,5,,2,N,N,25,2,Chorisia speciosa,
134795,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7229,,I,3,I - 1,,3,65,7,4,2,S,N,62,4,Pinus pinaster,
134796,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7229,,I,2,II - 1,,4,10,2,1,2,N,N,25,2,Chorisia speciosa,
134797,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7229,,I,2,II - 2,,4,153,8,4,2,N,N,62,4,Pinus pinaster,
134798,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7229,,I,1,III - 1,,6,66,7,4,2,N,N,62,4,Pinus pinaster,
134799,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7247,,I,1,1,,2,77,4,5,2,N,N,71,1,Schinus molle,
134800,106,ACOSTA Y LARA ARQ HORACIO,6378,SANTANDER GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7182,,P,1,1,,10,200,8,6,2,S,N,51,1,Melia azedarach,
134803,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,6378,SANTANDER GRAL.,0,S/N esq,P,1,1,,5,177,8,10,2,N,N,10,2,Acacia dealbata,
134804,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,6378,SANTANDER GRAL.,0,S/N,P,1,2,,5,225,8,9,2,N,N,10,2,Acacia dealbata,
134805,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,6378,SANTANDER GRAL.,0,S/N,P,1,3,,5,62,8,02/05/10,2,N,N,26,6,Cupressus semp.var Horizontalis,
134806,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,6378,SANTANDER GRAL.,0,S/N,P,1,4,,4,20,3,3,2,N,N,10,2,Acacia dealbata,
134808,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7337,,I,,I,,5,146,7,,2,N,N,62,8,Pinus radiata,
134809,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7337,,I,,II,,3,179,7,,2,N,N,62,8,Pinus radiata,
134810,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7337,,I,,I - 2,,5,0,1,,2,N,N,58,1,Peltophorum dubium,
134811,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7337,,I,,II - 2,,3,164,8,,2,N,N,62,8,Pinus radiata,
134812,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7339,,I,,1,,5,61,3,,2,N,N,11,5,Acer platanoides,
134813,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7343,,I,,I,,5,56,3,,2,N,N,11,5,Acer platanoides,
134814,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7343,,I,,II,,3,69,5,,2,N,N,74,1,Taxodium distichum,
134815,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7343,,I,,II - 2,,3,76,5,,2,N,N,74,1,Taxodium distichum,
134816,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7343,,I,,I - 2,,5,26,3,,2,N,N,11,5,Acer platanoides,
134817,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7343,,I,,I - 3,,5,31,2,,2,N,N,11,5,Acer platanoides,
134818,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7347,,I,,I,,5,90,5,,2,N,N,11,5,Acer platanoides,
134819,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7347,,I,,II,,3,86,5,,2,N,N,39,1,Jacaranda ovalifolia,
134820,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,7347,,I,,II - 2,,3,0,01/05/10,,2,N,N,79,1,Hibiscus rosa-sinensis,
134821,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,0,S/N,I,2,I - 2,,2,165,12,9,2,N,N,62,8,Pinus radiata,
134822,106,ACOSTA Y LARA ARQ HORACIO,5189,FELDMAN RAUL(DEROGADO),0,,0,S/N,I,1,I - 3,,3,160,12,06/05/10,2,N,N,62,8,Pinus radiata,
242324,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7209,,I,1,,,6,10,01/06/10,1,2,N,N,999,88,Dudas,
242325,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7219,,I,3,,,3,100,8,7,2,N,N,25,2,Chorisia speciosa,
242326,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7219,,I,3,,,3,100,9,8,2,S,N,58,1,Peltophorum dubium,
242327,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7229,,I,2,,,4,5,01/08/10,.5,2,N,N,44,1,Liquidambar styraciflua,
242328,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7229,,I,3,,,3,5,01/07/10,1,2,N,N,44,1,Liquidambar styraciflua,
242329,106,ACOSTA Y LARA ARQ HORACIO,4689,NARIÑO GRAL.,4748,NIN Y SILVA DR. CELEDONIO,7241,,I,1,,,2,12,02/05/10,01/05/10,2,N,N,71,1,Schinus molle,
242823,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,1,,,6,215,13,7,2,N,N,31,6,Eucalyptus globulus ssp globulus,
242824,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,1,,,6,380,10,6,2,S,N,31,6,Eucalyptus globulus ssp globulus,
242825,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,1,,,6,150,10,6,2,N,N,31,6,Eucalyptus globulus ssp globulus,
242826,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,1,,,6,200,14,7,2,N,N,31,6,Eucalyptus globulus ssp globulus,
242827,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,1,,,6,213,16,8,2,N,N,31,6,Eucalyptus globulus ssp globulus,
242828,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,1,,,6,172,14,7,2,N,N,31,6,Eucalyptus globulus ssp globulus,
242829,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,1,,,6,360,10,8,2,S,N,31,6,Eucalyptus globulus ssp globulus,
242831,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,1,,,6,385,12,8,2,S,N,31,6,Eucalyptus globulus ssp globulus,
242833,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,2,,,3,187,16,8,2,N,N,64,2,Populus deltoides,
242834,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,2,,,3,145,18,8,2,N,N,64,2,Populus deltoides,
242835,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,3,,,1,130,7,5,3,S,N,31,6,Eucalyptus globulus ssp globulus,
242836,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,3,,,1,63,5,3,2,N,N,999,88,Dudas,
242837,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,3,,,1,187,16,07/05/10,2,N,N,64,2,Populus deltoides,
242838,106,ACOSTA Y LARA ARQ HORACIO,6369,SANTA MONICA,7292,VIGIL CONSTANCIO C.,0,S/N,I,1,,,6,485,18,17,2,N,N,64,2,Populus deltoides,
242839,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1612,,I,1,,,5,85,03/05/10,1,2,N,N,70,2,Salix babylonica,
242840,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1615,,I,1,,,5,63,7,04/05/10,2,N,N,70,2,Salix babylonica,
242841,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1616,,I,1,,,5,63,4,2,3,N,N,70,2,Salix babylonica,
242842,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,0,S/N,I,1,,,5,77,07/05/10,05/05/10,2,N,N,70,2,Salix babylonica,
242843,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1619,,I,1,,,5,82,07/05/10,6,2,N,N,70,2,Salix babylonica,
242844,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1623,,I,1,,,5,115,5,05/05/10,1,N,N,35,2,Fraxinus excelsior,
242845,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1627,,I,1,,,5,50,5,4,2,N,N,35,2,Fraxinus excelsior,
242846,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1627,,I,1,,,5,75,8,5,2,N,N,70,2,Salix babylonica,
242847,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1627,,I,1,,,5,90,6,04/05/10,2,N,N,70,2,Salix babylonica,
242848,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1631,,I,1,,,5,105,8,6,2,N,N,70,2,Salix babylonica,
242849,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1633,,I,1,,,5,80,5,03/05/10,2,N,N,70,2,Salix babylonica,
242850,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,0,1635,I,2,,,5,190,03/05/10,3,2,N,N,70,2,Salix babylonica,
242851,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,0,S/N,I,2,,,4,70,3,1,2,N,N,70,2,Salix babylonica,
242852,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,1637,,I,2,,,4,70,3,1,2,N,N,70,2,Salix babylonica,
242853,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,0,S/N,I,1,,,4,105,9,6,2,S,N,70,2,Salix babylonica,
242854,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2002,,I,1,,,3,23,4,02/05/10,2,N,N,70,2,Salix babylonica,
242855,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2002,,I,1,,,3,20,4,2,2,N,N,70,2,Salix babylonica,
242856,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,0,2002,I,1,,,3,92,4,2,2,N,N,70,2,Salix babylonica,
242857,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2004,,I,1,,,3,86,4,02/05/10,2,N,N,70,2,Salix babylonica,
242858,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2005,,I,1,,,3,21,03/05/10,01/05/10,2,N,N,70,2,Salix babylonica,
242859,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2012,,I,1,,,3,85,7,6,2,N,N,70,2,Salix babylonica,
242860,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2008,,I,1,,,3,96,6,05/05/10,2,N,N,35,3,Fraxinus lanceolata,
242861,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2009,,I,1,,,3,77,7,5,2,S,N,70,2,Salix babylonica,
242862,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2010,,I,1,,,3,150,6,5,3,S,N,51,1,Melia azedarach,
242863,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2012,,I,1,,,3,23,03/05/10,01/05/10,2,N,N,70,2,Salix babylonica,
242864,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2014,,I,1,,,3,77,7,6,2,S,N,35,3,Fraxinus lanceolata,
242865,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2015,,I,1,,,3,60,3,1,2,N,N,43,1,Ligustrum lucidum,
242866,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2015,,I,1,,,3,120,03/05/10,02/05/10,2,N,N,43,1,Ligustrum lucidum,
242867,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2015,,I,1,,,3,60,03/05/10,2,2,N,N,43,1,Ligustrum lucidum,
242868,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2015,A,I,1,,,3,60,6,5,2,N,N,35,3,Fraxinus lanceolata,
242869,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2015,A,I,1,,,3,50,05/05/10,03/05/10,2,N,N,35,3,Fraxinus lanceolata,
242871,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2015,A,I,1,,,3,60,05/05/10,3,2,N,N,35,2,Fraxinus excelsior,
242872,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2016,,I,1,,,3,90,5,5,2,N,N,43,1,Ligustrum lucidum,
242873,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2016,,I,1,,,3,70,4,03/05/10,3,N,N,43,1,Ligustrum lucidum,
242874,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2016,,I,1,,,3,140,6,6,2,N,N,35,3,Fraxinus lanceolata,
242875,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2016,,I,1,,,3,70,6,5,2,N,N,35,2,Fraxinus excelsior,
242876,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2018,,I,1,,,3,110,4,4,3,N,N,43,1,Ligustrum lucidum,
242877,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2018,,I,1,,,3,75,5,3,2,N,N,35,2,Fraxinus excelsior,
242878,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2018,,I,1,,,3,175,10,7,3,S,N,51,1,Melia azedarach,
242879,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,0,S/N,I,1,,,3,110,8,04/05/10,2,S,N,51,1,Melia azedarach,
242880,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2022,,I,1,,,3,115,8,05/05/10,2,N,N,74,1,Taxodium distichum,
242881,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2022,,I,1,,,3,80,05/05/10,5,3,N,N,67,5,Quercus robur,
242882,106,ACOSTA Y LARA ARQ HORACIO,7875,PASAJE PEATONAL A,259,ALVAREZ CORTEZ ING. JUAN ANDRES,2022,,I,1,,,3,150,05/05/10,5,2,S,N,51,1,Melia azedarach,
242883,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,7051,,I,2,,,4,155,5,2,2,N,N,70,2,Salix babylonica,
242884,106,ACOSTA Y LARA ARQ HORACIO,259,ALVAREZ CORTEZ ING. JUAN ANDRES,7872,PASAJE PEATONAL D,7051,,I,1,,,5,90,5,2,2,N,N,70,2,Salix babylonica,
